smiles,logSolubility
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.18
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(OC(=O)C5=CC=CC=C5)C#C,-7.75
Clc1ccc(Cl)c(c1Cl)c2ccccc2Cl,-6.3001
O=C(COC(=O)c1ccccc1)N2CCOCC2,-1.7734
Cl.CNCC(O)c1cccc(O)c1,-0.308924931
OC(=O)C1=CC(=CC=C1)N=C=S,-3.25
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,-7.0122
CCC(O)CN,1.0499
[Na+].[O-][S](=O)(=O)c1ccc(C=C)cc1,-0.033251081
Clc1ccc(cc1)C(=C(Cl)Cl)c2ccccc2Cl,-6.3563
CCCC(O)C#C,-0.4121
CC(C)COC(N)=O,-0.3
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,-7.602120788
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc2ccccc2.[O-]C(=O)c3ccccc3,-1.020958606
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,-3.538
CCOC(=O)C(O)C=C,0.3627
CCCCCOC(=O)c1cccnc1,-2.3776
CC(=O)NC1=C(O)C=CC=C1,-2.13
C/C=C/CCC1CCCC(=O)O1,-1.488726291
C[C@@H](CCO)CCC=O,-1.0732
O=C(CCC)C,-0.19
CCCCOCCOC(C)=O,-1.2504
NC1=C2C=CC=CC2=NC2=CC=CC(C(F)(F)F)=C21,-2.48
CCC(N)=O,-4.23
CCCCCOC=O,-1.602059991
C(CCO[N+](=O)O)CCO[N+](=O)O,-2.19
Clc1cc(c(Cl)c(Cl)c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-9.29
O=C1Nc2ccccc2NC1=O,-2.812
CCN(CC)c1ccc(cc1)[C+](c2ccc(cc2)N(CC)CC)c3ccc(cc3)N(CC)CC.CC([O-])=O,-0.139560898
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-1.057125752
COC(=O)C1(O)c2ccccc2c3ccc(Cl)cc13,-4.1836
Nc1nc(N)nc(N)n1.O=C2NC(=O)NC(=O)N2,-4.975513502
CC(C)(C)c1cc(CCC(=O)OCCCCCCOC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,-8.106483276
[NH4+].[Br-],1.908299785
O=C1OC(C2=CC=C(Br)C=C2)C(Br)C1=O,-3.05
CCC(C)C(C)C(C)CCc1ccc(O)cc1,-5.182405388
CC(C)(S)C(N)C(O)=O,-0.13
Oc1ccccc1c2ccccc2,-2.506711754
CO[P](N)(=O)SC,0.8504
Cc1c(CO)nccc1OCC(F)(F)F,-1.792073711
OC1=CC(=O)NC=N1,-1.587161122
OC1=CC(=O)C=CN1,-1.2498
Nc1ccc(\C=C\c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O,-4.06353038
CCCCCCCCCCCC=O,-5.061459548
Brc1ccc(cc1)c2ccccc2,-5.5526
OC(=O)C(S)CC1=CC=CC=C1,-1.56
OC1=Cc2ccccc2NC1=C3C(=O)c4ccccc4C3=O,-7.046360074
CC(=O)OCC=C,-0.5534
Cc1ccc(NO)cc1,-0.7894
[O--].[O--].[O--].[Ca++].[Ti+4],-5.6562324
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,-6.01
c1ccc(nc1)c2cccnc2,-0.5916
S=C1NN=C(SSC2=NNC(=S)S2)S1,-3.252213315
NC1=C(C=CC=C1)C(O)=O,-1.52
CC1=CC[C@@H](CC1)C(C)(C)O,-2.337
FC(F)(F)C(F)(Cl)Cl,-3.0961
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.7076
Cc1ccc(CO)cc1,-1.1999
O=C1NC2=C(NC1=O)N=CN=C2,-2.69
CCCC1CCCNC1,-1.011
CCC(CC)(CC)NC(N)=O,-1.8191
CCc1ccc2C(=O)c3ccccc3C(=O)c2c1,-5.984242497
CC(C)CCCCCOC(=O)C=C,-4.170655467
COC1=CC=C2C3CCC4(C)C(CCC4(O)C#C)C3CCC2=C1,-5.49
Cn1nc(C)c(C(=O)c2ccc(Cl)cc2Cl)c1OCC(=O)c3ccccc3,-2.6514
CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC,-8.232475788
[Na+].[Na+].[Na+].CC(=O)C(N=Nc1ccc(cc1)N=Nc2c(N)c3c(cc2[S]([O-])(=O)=O)C=C(\C(=N/Nc4ccc(c5ccccc45)[S]([O-])(=O)=O)C3=O)[S]([O-])(=O)=O)C(=O)Nc6ccccc6,-2.218028318
OCc1cccc(O)c1,-0.2678
CC(=O)Nc1ccc(Br)cc1C,-1.756
COCc1ccc(cc1)c2ccc(COC)cc2,-4.002368633
CCOC(=O)N(c1ccccc1)c2ccccc2,-3.969239559
C1C[n+]2ccccc2c3cccc[n+]13,-3.425
CC(=O)OC1=CC2=C(C=CC=C2)C=C1,-3.44
COc1ccc(cc1OC(C)=O)[N+]([O-])=O,-2.946604067
NC(=O)SCC(=O)Nc1ccccc1,-1.3228
CCC(CC)([S](=O)(=O)CC)[S](=O)(=O)CC,-2.0625
CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC,-9.204759418
Ic1ccccc1C(=O)Nc2ccccc2,-4.2084
Oc1ccc(O)c(C=O)c1,-1.0004
OC(=O)CC[Se][Se]CCC(O)=O,-2.2681
Clc1cccc2ccccc12,-3.9706
CO[P](=S)(OC)Oc1ccc(c(Cl)c1)[N+]([O-])=O,-3.8717
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,0.2948
CC1=C(\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)CCCC2(C)C)C(C)(C)CCC1,-7.553792438
[Na+].[O-][V](=O)=O,0.266461374
OC(=O)C(F)(F)Cl,0.8845
CC(C)(C)NCC1=CC=C(S(=O)(=O)C2=CSC(S(N)(=O)=O)=C2)C=C1,-1.98
O=[S]1(=O)CCCC1,-0.079806903
CC(C)(C)c1cc(CCC(=O)OCCSCCOC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,-5.808172472
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-4.16
CC(C)CC(C)(C)C,-4.6704
CCCCCC(=O)OCC=C,-2.610551759
Clc1ccc2Nc3cc4C(=O)c5ccccc5Nc4cc3C(=O)c2c1Cl,-7.066625646
CC(C)C(=O)C(C)C,-1.3018
ClC1=CC=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C=C1Cl,-8.25
CCCC(=O)OCN1C(=O)NC=C(F)C1=O,-1.13
NC(CCC(N)=O)C(O)=O,-0.54
NCCN1CCNC1=O,0.63354594
Oc1c(cccc1[N+]([O-])=O)C(=O)Nc2ccc(Cl)cc2,-4.5452
OC(=O)c1ccccc1C(F)(F)F,-1.5978
OC(=O)\C=C/c1cccc(O)c1,-2.099
CC(C)(C)C(O)\C(=C/c1ccc(Cl)cc1Cl)n2cncn2,-4.9115
Clc1ccc(cc1Cl)c2ccccc2Cl,-6.287
CCCCCCCCCCCCOC(=O)C(C)O,-4.63414462
Clc1ccc(Oc2ccccc2Cl)c(Cl)c1,-4.9499
CC1=NC2=C(N=CN=C2)N=C1C,-0.46
CCCCCC1CC(=O)C=C(C)C1C(=O)OCC,-3.187166345
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-3.3495
NC(=O)NCl,0.3256
OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O.C2CN=C(N2)c3ccccc3.C4CN=C(N4)c5ccccc5,-1.959467524
CCC(C)([S](=O)(=O)CC)[S](=O)(=O)CC,-1.91
NNC1=NN=CC2=C1C=CC=C2,-2.6
COC(=O)c1ccc(cc1C([O-])=O)[N+]([O-])=O,-2.0558
ClC1=C(Cl)C(=CC=C1)OC2=C(Cl)C(=C(Cl)C=C2)Cl,-7.38
[Na+].[Na+].[Na+].[Na+].CC(=O)Nc1ccc(c2C=C(/C(=N/Nc3ccc(N=Nc4ccc(cc4)[S]([O-])(=O)=O)c5ccc(cc35)[S]([O-])(=O)=O)C(=O)c12)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.461244839
Clc1cccc(Br)c1,-3.2102
COc1ccc(C)cc1N,-1.660175876
CC(CCC=C(C)C)CC#N,-3.104157036
CCC[NH2+]CC,1.054659457
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC.CCCCCCCCCCCC(CC)CCCCCCC(CC)CCCCCCC.CCC1CCC(CC)CC1.Cc2cccc(C)c2.C3CCC4CC5CCCCC5CC4C3.c6ccc7ccccc7c6.c8ccc9cc%10ccccc%10cc9c8,-5.405053261
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,-4.41
CCCCCCCCCCC(O)CCC,-5.837
CCCCCCC\C=C\CC,-5.188357482
CCCc1nc(C)c2n1NC(=NC2=O)c3cc(ccc3OCC)[S](=O)(=O)N4CCN(CC)CC4,-4.843867866
C=CCOC1=C(C=C(C=C1)[N+](=O)[O-])N,-2.8
ClC1=CC(=CC(=C1)Cl)OC2=C(Cl)C(=C(Cl)C=C2)Cl,-7.86
CC(C)CBr,-2.432
OC(=O)C=C(Br)Br,-0.8358
CCC#CCCOC(=O)C(C)C1=CC=C2C=C(OC)C=CC2=C1,-7.33
ClCCN(Cl)CCCl,-1.9203
COC(=O)CCCCCCCCC(=O)OC,-3.2831
CC(N)C(O)=O,0.267898616
CCCC(=O)CC,-0.8334
[OH-].[Cr+3].CCCCC(CC)COCCCN.CC(=O)\C(=N/Nc1cc(cc(c1[O-])[S]([O-])(=O)=O)[N+]([O-])=O)C(=O)[N-]c2ccccc2.[H+],-3.542587387
[Ca++].[O-][Mo]([O-])(=O)=O,-3.703694345
[Ti+4].[O-][Si]([O-])=O.[O-][Si]([O-])=O,-6.301101648
CCCCCOC(=O)CCCNC(=O)N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2,-2.32
CC(C)c1ccccc1C,-3.7606
CCC1NC(=O)c2cc(c(Cl)cc2N1)[S](N)(=O)=O,-3.2859
C1C2(COP(=O)(O1)OC2)[N+](=O)[O-],-0.81
CN1CCN=C(C2=CC=CC=C2)C3=C1C=CC(=C3)Cl,-4.43
CCCCCCCC1CCCC1=O,-3.769441651
CCCCOCC,-1.54996066
[O--].[O--].[O--].[Na+].[Na+].[Ti+4],-5.805457995
COC(=O)C1=CC2=C(OC1=O)C(C)=C1OC=C(C)C1=C2,-4.9
Clc1ccc(cc1)c2ccccc2Cl,-5.2803
[O--].[O--].[O--].[In+3].[In+3],-5.443471086
CC(C)CCC(C)(O)C#CC(C)(O)CCC(C)C,-3.437525292
COC(=O)CCCC(=O)OC,-0.4337
CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,-5.4088
[Na+].[Na+].[Na+].[Na+].Oc1cc(O)c(cc1N=Nc2ccc(Nc3ccc(cc3[S]([O-])(=O)=O)[N+]([O-])=O)cc2)N=Nc4cc(cc5cc(c(N=Nc6ccc(Nc7ccc(cc7[S]([O-])(=O)=O)[N+]([O-])=O)cc6)c(O)c45)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.76675145
[H+].[Cl-].CN(C)C,0.899333987
Oc1ccc(Cl)cc1,-0.687659717
CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C,-4.43
CC(C)I,-2.0843
ClC(Cl)=O,-1.160845842
[O-][N+](=O)c1ccccc1c2ccc(Cl)cc2,-4.937209456
CC(C)CCC(C)(C)C,-5.0474
OC(=O)c1cc(O)c(O)c(O)c1,-1.1552
CC(O)C(O)C(O)C(O)C=NNC(N)=O,-0.7
C[C@H]([C@H](C)C([O-])=O)C([O-])=O,-0.688
CN(C)CCCN1c2ccccc2Sc3ccccc13,-4.3017
CC(C)c1ccccc1,-3.2924
CC1=C(C=CC(=C1)N)[S](=O)(=O)NC2=C(Cl)C=CC=C2,-5.05
CC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,-5.566810733
Cc1ccc(cc1)[S](=O)(=O)Oc2ccccc2C,-3.9417
N#CCCN(CCC#N)C(CC1=CC=C(O)C=C1)C(=O)O,-1.68
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,-7.397033995
CNC(=O)O\N=C(\C)SC,-1.21
CCOC(=O)OC1=CC=C(NC(C)=O)C=C1,-2.67
CC(=O)NC1=CC=C(C=O)C=C1,-1.63
COc1c(Cl)c(Cl)cc(Cl)c1Cl,-5.1307
COc1ccc(CCC(O)=O)cc1,-2.2144
CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,-3.3637
CCCCC(CC)CO[P](O)(=O)OCC(CC)CCCC,-3.36230202
CCCCCC#C,-3.0099
CO[P](=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.616
NC(Cc1c[nH]c2ccc(O)cc12)C(O)=O,-1.343
Cl.CCCCCCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)OCC,-0.231611963
CC3C2C(O)C1C(N(C)C)C(=C(C(N)=O)C(=O)C1(O)C(=C2C(=O)c4c(O)cccc34)O)O,-2.87
CC(=O)O[C@H]1[C@H](O[C@@H]2OC(C)(C)O[C@H]12)[C@H]3COC(C)(C)O3,-1.5229
Clc1cnc2cncnc2n1,-0.8749
CC(=O)CC(C)(C)O,0.9349
CCNC(C)C(O)=O,0.6522
CCN(CC)C(=O)CN1C=C(I)C(=O)C(I)=C1,-3.18
[H+].[H+].[Cl-].[Cl-].CCCCCCCCN=C1C=CN(CCCCCCCCCCN2C=CC(C=C2)=NCCCCCCCC)C=C1,-1.642786266
[Na+].[O-]C(=O)CS,0.727399149
CCOC(=O)C(C)=C,-1.3251
O=C1CCCCCCCCCCC(=O)OCCO1,-3.533758505
[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0.2207
CC(C)CC(Br)C(=O)NC(C)C(=O)NC(C)C(=O)O,-1.43
COC(=O)c1cc(cc(c1)C(=O)OC)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2,-6.377738451
CCC1=CC=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C1,-4.52
COc1ccc(N\N=C2/C(=O)C=Cc3ccccc23)c(c1)[N+]([O-])=O,-7.991102511
[Na+].OCC(O)C(O)C(O)C(O)C([O-])=O,0.4321
COC(=O)c1ccc2cc(ccc2c1)C(=O)OC,-6.211736201
CC[C@@H]1[C@@H](O)N2[C@H]3C[C@@H]1C4C(O)[C@@]5(C[C@H]24)[C@H]3N(C)c6ccccc56,-2.8266
Clc1ccc(Cl)c(c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-8.5901
Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,-7.21
[CaH2].O=[Zr],-4.87307926
Oc1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2O,-4.9495
CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3oc4ccc(cc4n3)[S](N)(=O)=O,-7.831098413
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O,-1.9484
Cc1ccccc1OCC(O)CO,-1.1887
CCO[P](=O)(OCC)SCC(=O)NC(C)(C)C#N,-0.6237
CC(C)(C)c1ccc(O[P@]2OC[C@]3(CO2)CO[P@](OC3)Oc4ccc(cc4C(C)(C)C)C(C)(C)C)c(c1)C(C)(C)C,-6.813060611
CCC#C,-1.2753
CCCCC(CC)CO,-2.160471866
CC(=O)C1=CC=C(NN=C(C#N)C#N)C=C1,-2.71
CCCCC1=CC2=C(C=C1)C=C3C=CC4=C(C=CC=C4)C3=C2,-7.52
CCCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-2.37
[Na+].CCCCc1ccc2[n-]nnc2c1,0.404025656
CCCCCC1C(CCC1=O)CC(=O)OC,-2.9076
N(N)c(cccc1)c1,0.07
CCOCCOCCOCCO,0.749
CC(C)CC(C)=O,-0.851479539
CCN(CC)C(=O)\C(=C/C1=CC(=C(O)C(=C1)[N+]([O-])=O)O)C#N,-4.26
CC(O)C1C(=O)N2C(C(=O)O)=C(SCC(=N)N(C)C)C(C)C12,-0.28
CC(=O)OCCS,-1.5
NC1=NC(=C(C=C1)N=NC2=CC=CC=C2)N,-4.24
Nc1cc(ccc1O)[S](O)(=O)=O,-1.829744737
OCc1cccc(CO)c1,-0.2328
CC(OC1=CC=C(OC2=NC3=C(C=C(Cl)C=C3)N=C2)C=C1)C(=O)OC4CCCO4,-5.02
O=C(C1CC1)N(O)C1CCCCC1,-2.04
CCCC=C(CC)C=O,-2.46
N[P](N)(=O)c1ccccc1,-1.1482
OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O,-1.0003
C[C@@H]1CC=C(C)[C@H](\C=C\C(C)=O)C1(C)C,-3.802676912
COC1=C2OC=CC2=C(CN)C2=C1OC(=O)C=C2,-0.9
CC1=CC2=CC=CC(O)=C2N=C1C,-3.32
CC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4=O)C3CC=C2C1,-4.53
OC(=O)Cc1cccc2ccccc12,-2.6468
CCOC(=O)C1=CC2(CC)CCCN3CCC4=C(C32)N1C1=C4C=CC=C1,-4.84
N#C/C=C/c1ccccc1,-2.082970342
Cc1snnc1C(O)=O,-0.4598
Oc1cc(Cl)cc(Cl)c1Cl,-2.67
Cc1cc(c(O)c(C)c1CC#N)C(C)(C)C,-4.257902463
CCOC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1,-5.24
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.506108364
O.O.O.O.[Ce+3].O[S]([O-])(=O)=O.[O-][S]([O-])(=O)=O,-0.291816974
CCOC(=O)C(C)C,-1.255496889
CN(C)CCOC(c1ccccc1)c1ccccc1,-2.95
[Cl-].NCCCC[C@H](N)C(O)=O.[H+],0.43734795
C\C(Br)=C\C(O)=O,-0.6
Cn1cncc1C[C@H](N)C(O)=O,0.0727
CCCCC(=O)CCCC,-2.58
CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,-3.17
FC(Cl)Cl,-0.7383
CC(=O)OC1(CCCCC1)C#C,-2.352215179
CCO[P](=O)(OCC)SCN1N=Nc2ccccc2C1=O,-1.993
OC(=O)C1=C(Br)C=CO1,-1.17
CCCCCN,1.0597
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(OC(C)=O)c(C)c(C)c2O1,-5.771545225
Nc1ncc2nccnc2n1,-2.2979
CCCCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-2.64
CCOC1=CC=C(N[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)C=C1,-4.72
OCC(O)C1OC(Oc2ccccc2)C(O)C(O)C1O,-1.5537
CCOC(=O)N(CC)c1ccccc1,0.867399476
CC(C)(C)OC(=O)c1cccc(c1C([O-])=O)[N+]([O-])=O,-3.0467
CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.6301
CCCCC(CC)CO[N+]([O-])=O,-4.146693491
CCCCO[P+](=O)OCCCC,-1.4249
NC(CO)C(=O)NC(CO)C(O)=O,-0.5847
CC1CCCC(O)(C(C)C)C1,-0.24
ClC1=C(Cl)C=C(OC2=CC=CC(=C2Cl)Cl)C=C1,-6.9
CCCC[P](=O)(CCCC)OCC,-1.2005
NC1=NC2=C(N=C[N]2COCCO)C(=O)N1,-2.12
CCO[P](=S)(OCC)SCCSCC,-4.2262
CC1=CC2OC3CC(O)C(C)(C2(CO)CC1)C31CO1,-2.61
COC1[C@H](O)C(C)O[C@H](O[C@H]2CC[C@@]3(C=O)[C@H](CCC4C3CC[C@]5(C)[C@H](CC[C@]45O)C6=CC(=O)OC6)C2)C1O,-3.1373
CCCCC(Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)(C(=O)OC2CC(C)(C)N(C)C(C)(C)C2)C(=O)OC3CC(C)(C)N(C)C(C)(C)C3,-5.835720369
C,-2.8629
O=C1CCCCCCCCCCCCCCCCCN1,-2.8474
NC(Cc1ccc(O)c(O)c1)C(O)=O,-1.5959
S(c1ccccc1)c2ccccc2,-4.360607869
O=[S]1(=O)NCc2ccccc12,-1.5208
CC(C)NCC1CCC2=C(N1)C=C(C(=C2)CO)[N+]([O-])=O,-2.97
CCOC(N)=O,0.7314
CC1=NN(c2ccccc2)C(=O)C1/C=C/3C(=NN(c4ccccc4)C3=O)C,-7.882271355
CC1(C)[C@@H](C(Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,-6.9197
ClCC[S](=O)(=O)CC[S](=O)(=O)CCCl,-1.4486
