smiles,logSolubility
[Na+].[Na+].[O-][S](=O)(=O)c1cc2ccc(nc2c(c1)[S]([O-])(=O)=O)C3C(=O)c4ccccc4C3=O,-0.377836954
C[C@@H](Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1)C(O)=O,-2.622795669
CC12CCC3C(=CCC4=C3C=CC(=C4)O)C1CCC2=O,-4.99
CNC1=C(NC2=C3C=CC=CC3=NC3=C2C=CC=C3)C=CC(NS(C)(=O)=O)=C1,-2.94
OC(=O)c1ccc(I)cc1,-3.9631
CCC(CC#N)C#N,-0.6916
BrC1=C(C=CC2=CC=CC=C12)N=C=S,-4.32
OC(=O)c1cccc(c1O)[N+]([O-])=O,-2.149
[Na+].[Na+].Cc1ccc(Nc2ccc(Nc3ccc(C)cc3[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)c(c1)[S]([O-])(=O)=O,-1.427031257
Clc1ccccc1Cl,-3.0533858
CCOCCOCC,-0.77
CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-3.6646
CO\N=C(C)/C1=CC=CC(=C1C(=O)OC)OC2=NC(=CC(=N2)OC)OC,-3.31
O(C(OC(C1O)C(O)CO)C1O2)C2C(Cl)(Cl)Cl,-1.84
COC1=C(N2C(SC1)C(NC(=O)C(N)C3=CCC=CC3)C2=O)C(O)=O,-1.89
O=C(NCN1CCCCC1)C2=CC=CC=C2,-2.15
COC(=O)\C(=C\C1=CC=CC=C1)[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O,-4.57
CC[C@H](C)[C@H](N)C(O)=O,-0.502953857
[Cl-].[Cl-].[Ni++],0.694933378
NNC1=NN=CC2=C1C=CC=C2,-2.6
CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC,-7.327107482
NCCCCC(O)=O,0.9313
CN(C)C(=O)c1ccccc1C(=O)N(C)C,0.5083
O=C1C=CC(c2cc(ccc2O)O)(C=C1)O,-1.73
[Cr],-10.01699993
CC(=O)[C@H]1CCC(=CCCC=C(C)CCC1=C)C.CC(=O)[C@@H]2CCC(=CCCC=C(C)CCC2=C)C.CC(=O)[C@H]3CCC(=CCCC=C(C)CC=C3C)C.CC(=O)[C@@H]4CCC(=CCCC=C(C)CC=C4C)C.CC/5=C/CC\C=C(C)/CC/C(=C(/C)CC5)C(C)=O,-5.449126022
[F-].[F-].[F-].[Ce+3],-5.863344894
C=CC(=O)OCCCCCCOC(=O)C=C,-2.819336696
CCO[P](=S)(OCC)Oc1cnc2ccccc2n1,-4.1322
CC(C)C(O)(CCC(C)(O)C(=O)O)C(=O)O,-1.69
CCCCCCCCCC(O)=O.CCCCCCCC(O)=O.CC(C)(CO)CO,-6.655885563
CC1=COC2=CC3=C(C=C(N)C(=O)O3)C=C12,-5.08
Cc1ncc2nccnc2n1,-0.1191
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,-4.9058
CCCCCOC(=O)C(N)CC1=CC(=C(O)C=C1)O,-0.99
COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(c1)C(O)=O,-1.84
[H+].[Cl-].NNc1ccc(Cl)cc1,-1.563665466
CCCCC(O)CCCC,-2.49
[Cl-].[Cl-].[Pd++],-0.503697626
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,-7.3023
Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2Cl,-6.8754
CC(=O)Oc1ccccc1C(=O)OC[S](C)=O,-1.7824
COC1=CC=CC(=C1)NC2=CC=CC=C2C(O)=O,-4.8
BrC=CBr,-1.32
[Na+].[Na+].Cc1cc(C)c(c(C)c1Nc2ccc(Nc3c(C)cc(C)c(c3C)[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)[S]([O-])(=O)=O,-1.79226117
CC(=NO)C(=NO)C1=CC=CC=C1,-2.3
COc1ccccc1NC(=O)CC(C)=O,-1.805905521
NNC(=O)C(O)C(O)C(O)C(O)CO,-0.4985
CN1C(c2ccc(Cl)cc2)[S](=O)(=O)CCC1=O,-2.0394
COc1ccc(CC=C)cc1OC,-2.55201324
COC1=CC(O)=C(CC=C(C)C)C2=C1C(=O)CC(C1=CC=C(O)C=C1)O2,-5.44
Oc1ccccc1C#N,-0.774965627
CCCCCCCCCCNC(=O)c1cccnc1,-3.0765
CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-3.63
CC1=C(Cl)C(CC2=CC=C(Cl)C=C2Cl)=CC=C1Cl,-7.4
CN1N=C(SC1=NC(C)=O)[S](N)(=O)=O,-1.92
Oc1ccc2N=C3C=CC(=O)C=C3Oc2c1,-1.0277
COc1ccc(CC=C)cc1,-2.9209
CCC1(CCC(=O)N(CO)C1=O)C2=CC=CC=C2,-1.66
Clc1ccc(cc1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.3102
CCOCC,-0.0889
[O-][N+](=O)c1ccc2NC(=O)Nc2c1,-3.274087547
OC(=O)C1=C(Cl)C=CC2=C1N=CC(=C2)Cl,-3.57
NC(=O)OCCCCCC,-1.92
Clc1cc(Cl)c(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-8.68
OC(=O)C1=CC=CC=C1NC2=CC(=CC=C2)Cl,-5.3
COCC1COC2=C(C=C3C(=C2)N=CN=C3NC2=CC(Br)=CC=C2)O1,-3.22
CN1C=NC2=C(N=CC=N2)C1=O,-1.07
Clc1ccc(cc1)[S](=O)(=O)c2ccc(Cl)cc2,-5.52363608
CCCCCC(C)O,-1.5507
O=C1NC(=O)C(Cl)=C(CN2CCCC2)N1,-1.54
C1c2ccccc2c3ccc4ccccc4c13,-6.678
C1CCC(CC1)c2ccccc2,-4.341502278
CCCCCN,1.0597
CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(cc3)C(=O)NC(C)(C)C)nc(Nc4ccc(cc4)C(=O)OCC(CC)CCCC)n2)cc1,-8.185258765
O=C(OCC1CO1)c2ccc(cc2)C(=O)OCC3CO3,-3.557960056
COC1=CC=C(N(C)C(N)=O)C=C1,-1.16
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O,-2.7785
CC(N)=S,0.336339534
CCC(C)(C)O,0.126659691
CCO/N=C(OC(=O)C1=CC=CC=C1)/C2=C(OC)C(=CC=C2OC)Cl,-4.08
OC(=O)C1CCCN1C(=O)COC(=O)C2=CC=CC=C2,-1.59
CC(C)(O)CCCC1=CCC(CC1)C=O,-1.5376
O.O.[Cl-].[Cl-].[Ba++],0.041892815
[Na+].[Na+].[Na+].OC([O-])=O.[O-]C([O-])=O,0.050861362
[NH3+]CCCCCCCCCCCC([O-])=O,-3.196398091
[Na+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O,-0.895160011
Cc1cccc(C)c1C,-3.2037
CCCCC(CC)COC(=O)OOC(C)(C)CC,-6.088238681
CCCCCCN1CC(CC1=O)C(=O)OC,-1.246
O=C(CC)C,0.52
COc1cccc(n1)N(C)C(=S)Oc2cccc(c2)C(C)(C)C,-6.014
COC(=O)c1ccc(O)c(I)c1,-3.3138
CC(C)CC=O,-0.759083357
CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.324
[Na+].C[O-].COC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C#N.Nc2ccc(N)cc2,-6.30586781
Nc1ccc(cc1)S(N)(=O)=O,-1.34
[Cu]1N2C3=NC4=NC(=Nc5n1c(N=C6N=C(N=C2c7ccccc37)c8ccccc68)c9ccccc59)c%10ccccc4%10,-8.158424314
[Na+].CC(=O)Nc1cccc(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c1,-4.307910861
CCN(CCO)C(=O)COC(=O)C1=CC=CC=C1,-1.37
FC(F)(Cl)CCl,-2.2007
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,-2.207649723
CCCCCCCCC(=O)OCC,-3.8007
FC(F)(F)C(Cl)Br,-1.7043
NCC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O,-1.19
O[C@H]([C@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O,-0.3225
CCO[P](=O)(OCC)SCc1ccccc1,-2.4155
OCCCOC(=O)c1ccccc1,-1.2558
[K+].[O-]P=O,0.862674821
CC1=NC(=C(S1)C(=O)NC2=CC=CC=C2)C,-1.73
O=C(OCc(cccc1)c1)c(c(ccc2)C(=O)OCCCC)c2,-5.64
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,-6.481477027
Clc1ccccc1I,-3.54
CC(C)C(C)(C)C(C)(C)C(C)(C)S,-7.711832978
BrC(Br)Br,-1.9113
